"date","continent_name","max_country_name","max_stringency_index","min_country_name","min_stringency_index"
20200401,"Africa","Lesotho","907.3999999999999","South Africa","0.9176154992548434"
20200401,"Asia","Timor-Leste","750","Iran","0.01953100699844479"
20200401,"Europe","Monaco","25.655","Spain","0.010921194806146181"
20200401,"North America","Belize","525","United States","0.003199142418831577"
20200401,"Oceania","Tonga","935.1999999999999","Australia","0.19979983987189753"
20200401,"South America","Suriname","249.55","Brazil","0.12185427370387672"
