"date","continent_name","max_country_name","max_stringency_index","min_country_name","min_stringency_index"
20220401,"Africa","Guinea","462.99999999999994","Botswana","0.002338608812776602"
20220401,"Asia","Macao","324.09999999999997","Mongolia","0"
20220401,"Europe","Faeroe Islands","111.1","France","0.00013628130182056675"
20220401,"North America","El Salvador","332.2","United States","0.0010650926731927328"
20220401,"Oceania","Kiribati","106.1375","Australia","0.000745880681107425"
20220401,"South America","Guyana","5.18","Brazil","0.0013755748352534015"
